Station ID,Address,Charger Type,Station Operator,Cost (USD/kWh),Distance to City (km),Usage Stats (avg users/day),Charging Capacity (kW),Reviews (Rating),Renewable Energy Source,PRIME_UtilityScore_100,PRIME_RiskScore_100,PRIME_DeploymentImpact_100,NetworkRank
EVS04503,"4704 Berlin Ave, Berlin",AC Level 1,Greenlots,0.3,1.34,33,50,4.9,Yes,66.39197114343473,20.29899937460902,60.922764227642276,447
EVS04504,"9460 Bangkok Ave, Bangkok",AC Level 1,ChargePoint,0.25,0.86,41,22,3.2,No,24.73693840952449,44.693589743589655,30.46666666666667,4400
EVS04505,"4400 Chicago Ave, Chicago",AC Level 2,EVgo,0.27,11.44,74,22,3.4,Yes,32.317011204805524,51.8423076923077,42.62222222222222,3729
EVS04506,"7507 Cape Town Ave, Cape Town",AC Level 1,EVgo,0.1,18.24,34,350,4.4,Yes,53.33766343338136,42.98974358974346,59.488888888888894,1290
EVS04507,"1282 Toronto Ave, Toronto",DC Fast Charger,EVgo,0.39,4.6,54,50,3.5,No,27.926614235365882,57.02079424640393,35.744986449864506,4162
EVS04508,"3142 San Francisco Ave, San Francisco",DC Fast Charger,Ionity,0.3,14.84,70,350,3.6,No,48.41383912255706,59.13846153846152,54.2,1786
EVS04509,"8626 Sydney Ave, Sydney",AC Level 2,Ionity,0.49,3.06,92,150,3.8,No,34.3047120085733,60.06813633520953,46.23739837398374,3486
EVS04510,"9504 Mexico City Ave, Mexico City",AC Level 2,Greenlots,0.13,14.75,50,50,3.2,Yes,40.979898081369384,44.79771732332698,44.933875338753396,2668
EVS04511,"7842 Random Rd, City 333, Country",AC Level 1,Greenlots,0.4,3.81,14,150,4.4,Yes,46.267504620059064,38.0998123827391,45.922493224932246,2013
EVS04512,"7784 Cape Town Ave, Cape Town",AC Level 1,EVgo,0.2,1.81,93,150,3.3,No,46.08190744803827,39.45916197623515,41.581842818428186,2040
EVS04513,"2103 Cape Town Ave, Cape Town",AC Level 1,Ionity,0.24,17.22,75,50,3.2,No,13.457322070223507,69.68874296435273,28.267208672086724,4881
EVS04514,"1593 Toronto Ave, Toronto",DC Fast Charger,Greenlots,0.35,19.48,98,350,4.0,Yes,74.1240080828992,53.95512820512812,86.37777777777778,181
EVS04515,"7732 Cape Town Ave, Cape Town",AC Level 2,ChargePoint,0.27,9.86,65,50,4.1,Yes,50.00990121743814,43.04387116948089,52.78943089430894,1626
EVS04516,"2954 Beijing Ave, Beijing",AC Level 1,Tesla,0.37,17.28,81,22,4.7,Yes,27.88865194480699,61.29615384615384,49.18888888888889,4163
EVS04517,"4071 Berlin Ave, Berlin",AC Level 2,Ionity,0.28,15.82,12,350,3.0,Yes,18.655373425013273,68.4999999999999,31.288888888888888,4716
EVS04518,"3712 Cape Town Ave, Cape Town",DC Fast Charger,EVgo,0.4,4.75,61,50,4.3,No,35.856497916308214,48.468230143839904,39.92276422764227,3303
EVS04519,"5728 San Francisco Ave, San Francisco",AC Level 2,Ionity,0.47,14.6,82,150,4.7,Yes,59.258861462622164,59.288649155722226,71.87073170731708,850
EVS04520,"1199 San Francisco Ave, San Francisco",DC Fast Charger,EVgo,0.38,10.77,98,350,3.1,Yes,73.64027631170367,51.98461538461532,80.07777777777777,190
EVS04521,"9592 Random Rd, City 184, Country",AC Level 2,ChargePoint,0.26,6.63,53,350,3.9,Yes,63.5403996668683,38.361538461538345,58.34444444444444,594
EVS04522,"3137 Los Angeles Ave, Los Angeles",AC Level 1,ChargePoint,0.18,6.56,62,150,3.9,Yes,63.12922303126934,29.55916197623513,59.38184281842819,612
EVS04523,"4666 Moscow Ave, Moscow",AC Level 1,ChargePoint,0.36,17.15,18,150,4.7,No,37.80955381039936,57.374171357098135,46.82249322493225,3062
EVS04524,"4713 São Paulo Ave, São Paulo",AC Level 1,Tesla,0.17,19.96,61,350,4.9,Yes,62.32494402654511,41.829487179487145,72.94444444444444,659
EVS04525,"1125 Bangkok Ave, Bangkok",AC Level 2,Tesla,0.44,10.98,18,150,4.5,Yes,43.797487098398136,50.26391494684174,48.75582655826559,2327
EVS04526,"565 Chicago Ave, Chicago",DC Fast Charger,Greenlots,0.14,15.33,76,350,3.6,Yes,65.82089325770019,40.535897435897446,67.4,474
EVS04527,"53 Moscow Ave, Moscow",DC Fast Charger,EVgo,0.37,2.98,80,50,3.8,Yes,39.069921367609126,48.846435272045,45.57831978319783,2892
EVS04528,"3322 São Paulo Ave, São Paulo",AC Level 2,ChargePoint,0.35,8.8,32,150,3.4,Yes,49.10214347969767,48.67032520325193,51.85582655826558,1712
EVS04529,"1803 Beijing Ave, Beijing",AC Level 2,Ionity,0.48,7.19,43,22,3.7,No,13.06628210158681,65.50769230769227,30.544444444444448,4886
EVS04530,"9787 Bangkok Ave, Bangkok",AC Level 1,ChargePoint,0.25,17.4,40,150,4.6,Yes,58.80563394961346,40.447248280175096,64.52249322493225,882
EVS04531,"2824 Random Rd, City 277, Country",AC Level 1,ChargePoint,0.42,11.83,98,350,4.4,No,70.49679639251302,51.25897435897435,79.17777777777779,268
EVS04532,"6057 Berlin Ave, Berlin",AC Level 2,Ionity,0.45,18.71,41,50,4.7,Yes,44.4059009960473,59.25925578486553,55.833875338753394,2239
EVS04533,"8074 Cape Town Ave, Cape Town",AC Level 1,ChargePoint,0.25,19.93,38,22,3.0,No,8.065231862437749,70.44230769230762,29.200000000000003,4969
EVS04534,"6029 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,0.17,0.96,22,50,4.0,No,48.61690763400867,22.55925578486554,40.66720867208672,1775
EVS04535,"1611 Los Angeles Ave, Los Angeles",AC Level 2,Ionity,0.42,11.99,21,150,4.6,Yes,46.55680723175765,49.043402126328864,51.05582655826558,1981
EVS04536,"7572 Seoul Ave, Seoul",DC Fast Charger,Tesla,0.31,7.07,46,22,4.1,No,24.775515694865746,47.96538461538452,32.099999999999994,4397
EVS04537,"4540 Los Angeles Ave, Los Angeles",DC Fast Charger,ChargePoint,0.32,18.11,83,150,3.5,Yes,48.306670654201646,60.42839274546584,56.75962059620596,1802
EVS04538,"9413 Bangkok Ave, Bangkok",AC Level 1,EVgo,0.22,12.51,62,22,4.7,No,30.200005744468026,43.533333333333225,38.922222222222224,3959
EVS04539,"1515 San Francisco Ave, San Francisco",AC Level 2,Greenlots,0.45,9.91,75,22,4.0,No,12.230458133785453,68.99358974358962,33.44444444444444,4909
EVS04540,"5764 Dubai Ave, Dubai",AC Level 1,Tesla,0.48,16.85,58,350,4.2,Yes,54.629637807791,66.73846153846151,65.33333333333333,1182
EVS04541,"7039 Random Rd, City 480, Country",AC Level 1,Ionity,0.49,5.21,38,150,4.7,No,45.85685958584121,50.02160725453396,58.60027100271004,2067
EVS04542,"1302 Moscow Ave, Moscow",AC Level 1,Ionity,0.13,7.09,42,350,4.5,No,50.045054204354734,36.48076923076914,47.788888888888884,1623
EVS04543,"5824 Sydney Ave, Sydney",AC Level 2,Tesla,0.3,8.03,56,150,4.4,No,50.33332938197175,41.174546591619716,52.037398373983734,1591
EVS04544,"561 Chicago Ave, Chicago",AC Level 1,Greenlots,0.11,11.54,97,50,3.9,Yes,44.36118401713399,41.869512195121835,49.96720867208671,2243
EVS04545,"273 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,0.38,11.16,43,350,3.3,Yes,40.94482079432584,64.46666666666667,47.699999999999996,2672
EVS04546,"6494 Mexico City Ave, Mexico City",AC Level 2,Ionity,0.29,7.37,25,22,3.0,Yes,41.23829919567059,44.32692307692297,43.111111111111114,2642
EVS04547,"9132 Berlin Ave, Berlin",AC Level 1,EVgo,0.22,16.99,100,22,3.7,No,12.173481505961787,65.3794871794871,34.67777777777778,4911
EVS04548,"8025 Moscow Ave, Moscow",AC Level 2,Greenlots,0.4,13.61,81,150,4.4,Yes,62.533540407619626,52.22582864290174,68.7040650406504,651
EVS04549,"1684 Beijing Ave, Beijing",AC Level 1,Ionity,0.31,13.11,94,350,3.2,No,56.90042539940987,57.65512820512812,65.3111111111111,1015
EVS04550,"8120 Berlin Ave, Berlin",DC Fast Charger,Ionity,0.17,5.8,90,150,4.2,Yes,66.40831912989992,31.724546591619756,64.68184281842818,446
EVS04551,"7163 Random Rd, City 363, Country",AC Level 2,ChargePoint,0.49,15.42,76,150,4.1,Yes,50.25474182850536,63.54762351469672,61.27073170731707,1601
EVS04552,"3200 Beijing Ave, Beijing",DC Fast Charger,Tesla,0.27,1.77,93,50,4.8,No,37.706968244349106,39.57720450281415,42.00054200542006,3077
EVS04553,"4171 Chicago Ave, Chicago",DC Fast Charger,ChargePoint,0.45,14.3,45,50,3.8,Yes,40.12681860505897,63.910537836147505,52.689430894308956,2774
EVS04554,"1728 Berlin Ave, Berlin",AC Level 1,Ionity,0.27,3.76,20,350,3.9,Yes,44.21982645177447,40.93205128205117,40.74444444444445,2268
EVS04555,"5756 San Francisco Ave, San Francisco",AC Level 1,Greenlots,0.13,10.38,40,350,4.1,No,51.87471536144987,40.785897435897326,49.47777777777778,1432
EVS04556,"1051 Moscow Ave, Moscow",DC Fast Charger,ChargePoint,0.45,18.26,31,150,4.1,Yes,49.39847029516219,59.857504690431476,57.33360433604335,1674
EVS04557,"6510 São Paulo Ave, São Paulo",AC Level 2,ChargePoint,0.49,15.81,86,150,3.9,No,35.06265163270202,76.43736710444016,51.64850948509485,3396
EVS04558,"2103 Cape Town Ave, Cape Town",AC Level 1,ChargePoint,0.21,18.94,97,150,3.5,Yes,47.98824712094083,54.03736710444028,55.02628726287263,1837
EVS04559,"6715 Cape Town Ave, Cape Town",AC Level 2,EVgo,0.36,18.21,46,350,3.6,No,35.006536302406,71.18974358974354,43.62222222222222,3404
EVS04560,"8440 Dubai Ave, Dubai",AC Level 2,Ionity,0.11,7.69,18,50,3.3,Yes,54.62069384923121,27.243871169480936,50.38943089430894,1184
EVS04561,"920 Random Rd, City 243, Country",AC Level 1,Ionity,0.24,9.11,61,50,4.7,Yes,57.99572319611052,31.842589118198816,56.0560975609756,928
EVS04562,"6216 Mexico City Ave, Mexico City",AC Level 2,ChargePoint,0.33,18.53,17,150,4.1,Yes,38.662256817721705,53.92160725453397,44.31138211382113,2938
EVS04563,"6207 Los Angeles Ave, Los Angeles",DC Fast Charger,Ionity,0.49,1.39,54,150,4.7,Yes,64.37052248773972,36.109161976235065,72.00406504065042,558
EVS04564,"6536 San Francisco Ave, San Francisco",AC Level 1,Ionity,0.24,18.57,54,50,4.8,Yes,47.3698652866396,44.59643527204502,55.956097560975614,1909
EVS04565,"7346 Toronto Ave, Toronto",AC Level 1,Tesla,0.28,7.98,93,350,3.8,Yes,76.69897250642306,37.748717948717854,77.86666666666667,126
EVS04566,"3807 Cape Town Ave, Cape Town",AC Level 1,EVgo,0.47,5.87,75,22,3.0,Yes,17.585894090525613,67.31410256410243,38.66666666666667,4765
EVS04567,"8064 Mexico City Ave, Mexico City",DC Fast Charger,EVgo,0.32,15.25,75,50,3.9,No,19.88924955254853,66.8631019387117,33.16720867208672,4670
EVS04568,"700 Moscow Ave, Moscow",AC Level 2,ChargePoint,0.34,1.26,13,350,4.2,No,32.82188657020976,48.443589743589634,38.0,3676
EVS04569,"5007 Cape Town Ave, Cape Town",DC Fast Charger,Greenlots,0.3,6.23,51,150,3.3,Yes,58.43652437659008,39.01044402751713,56.78184281842819,901
EVS04570,"5844 Dubai Ave, Dubai",AC Level 2,Ionity,0.27,17.74,30,150,4.8,No,40.6308806688048,49.2498123827392,48.366937669376696,2712
EVS04571,"3169 Random Rd, City 182, Country",DC Fast Charger,Ionity,0.14,5.62,60,22,4.4,Yes,46.26021690180126,27.14358974358962,49.13333333333334,2015
EVS04572,"3569 Los Angeles Ave, Los Angeles",DC Fast Charger,EVgo,0.46,11.44,26,22,4.1,Yes,44.67824602451962,51.792307692307695,52.98888888888889,2200
EVS04573,"2087 São Paulo Ave, São Paulo",AC Level 2,Tesla,0.23,6.89,94,22,3.4,Yes,22.153048757966854,50.18846153846142,35.06666666666667,4575
EVS04574,"6714 Los Angeles Ave, Los Angeles",DC Fast Charger,Greenlots,0.37,1.87,70,350,3.9,No,57.207031615090955,45.060256410256386,58.52222222222222,993
EVS04575,"8808 Mumbai Ave, Mumbai",DC Fast Charger,EVgo,0.2,18.04,90,150,4.9,No,45.67996851232489,48.05916197623504,54.02628726287263,2086
EVS04576,"2514 Berlin Ave, Berlin",AC Level 1,Tesla,0.26,7.96,27,150,4.3,Yes,56.88060571398211,33.57673545966219,54.378048780487795,1016
EVS04577,"8883 Los Angeles Ave, Los Angeles",AC Level 1,Tesla,0.12,9.33,84,50,4.5,No,43.377691931249565,38.0656660412757,46.96720867208673,2391
EVS04578,"9663 Sydney Ave, Sydney",AC Level 2,Ionity,0.26,19.61,62,150,4.5,No,43.17711426306958,51.19762351469662,52.47073170731708,2406
EVS04579,"8104 Cape Town Ave, Cape Town",DC Fast Charger,EVgo,0.36,12.13,67,22,4.7,Yes,33.9630437882045,49.68717948717946,46.47777777777778,3539
EVS04580,"2066 Los Angeles Ave, Los Angeles",AC Level 1,Ionity,0.17,16.29,35,50,3.3,Yes,43.43051017983816,47.91053783614756,50.74498644986449,2379
EVS04581,"8158 Random Rd, City 130, Country",DC Fast Charger,ChargePoint,0.17,12.35,40,350,3.7,Yes,61.10457075306151,42.52692307692302,58.9,726
EVS04582,"1137 Mumbai Ave, Mumbai",AC Level 1,Tesla,0.39,17.72,75,350,4.8,No,57.55209467325062,56.79358974358975,65.26666666666667,962
EVS04583,"3212 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,0.28,2.3,71,150,4.6,No,62.833559794208654,31.489931207004275,60.54850948509486,632
EVS04584,"313 Cape Town Ave, Cape Town",AC Level 2,ChargePoint,0.31,8.46,48,150,3.6,No,50.60176285376942,46.80403377110684,53.45962059620597,1564
EVS04585,"4950 Los Angeles Ave, Los Angeles",DC Fast Charger,ChargePoint,0.31,1.71,77,350,3.8,Yes,73.12416610529435,36.934615384615384,73.77777777777777,205
EVS04586,"9978 Sydney Ave, Sydney",AC Level 1,Greenlots,0.3,12.97,61,150,4.5,No,46.6278281914011,47.825828642901705,51.4040650406504,1974
EVS04587,"986 Mexico City Ave, Mexico City",DC Fast Charger,Tesla,0.4,3.98,68,22,4.4,Yes,34.824021725950594,46.25897435897432,47.66666666666667,3424
EVS04588,"9641 San Francisco Ave, San Francisco",AC Level 1,EVgo,0.24,1.42,71,22,3.7,No,30.330493548244775,40.54615384615384,35.96666666666666,3943
EVS04589,"5004 Cape Town Ave, Cape Town",DC Fast Charger,Ionity,0.34,6.68,17,350,3.6,Yes,34.44047524862924,55.43333333333332,39.26666666666666,3468
EVS04590,"4954 Dubai Ave, Dubai",AC Level 2,Ionity,0.32,9.62,72,350,4.4,Yes,73.45220147725666,39.028205128205016,71.97777777777777,196
EVS04591,"2220 Random Rd, City 308, Country",AC Level 2,EVgo,0.17,2.04,100,22,4.0,Yes,39.68618682115706,32.76282051282044,46.777777777777786,2822
EVS04592,"4025 Seoul Ave, Seoul",AC Level 1,Ionity,0.12,13.98,24,22,3.4,Yes,46.17193758447662,36.28461538461527,48.17777777777778,2031
EVS04593,"8967 Chicago Ave, Chicago",AC Level 1,EVgo,0.19,12.79,52,50,4.1,No,38.220462134759615,46.40284552845527,43.36720867208672,3011
EVS04594,"7054 Moscow Ave, Moscow",AC Level 1,EVgo,0.36,5.46,70,150,3.0,No,38.22184917594441,56.543777360850456,42.72628726287263,3010
EVS04595,"3918 Cape Town Ave, Cape Town",AC Level 1,Ionity,0.4,8.34,85,350,4.1,Yes,78.07258167437516,44.68974358974351,82.36666666666666,98
EVS04596,"7391 Sydney Ave, Sydney",AC Level 2,ChargePoint,0.19,3.55,75,22,4.8,No,39.80159050615018,30.67820512820507,44.6,2811
EVS04597,"4964 Mumbai Ave, Mumbai",AC Level 1,Greenlots,0.32,13.19,93,350,3.6,Yes,72.67328085789072,48.843589743589696,78.6888888888889,211
EVS04598,"8151 Toronto Ave, Toronto",AC Level 1,EVgo,0.46,17.65,95,22,4.5,No,8.371233777074181,79.26923076923069,37.16666666666667,4964
EVS04599,"1397 Bangkok Ave, Bangkok",AC Level 1,EVgo,0.17,12.96,89,350,3.2,Yes,67.78993849630736,43.87307692307683,72.64444444444443,368
EVS04600,"8523 São Paulo Ave, São Paulo",AC Level 2,Tesla,0.45,16.51,58,350,4.1,No,47.71080976773668,71.56794871794862,60.18888888888889,1868
EVS04601,"3744 Random Rd, City 66, Country",AC Level 2,Tesla,0.19,8.85,91,350,3.7,Yes,77.56145864042905,33.732051282051266,77.2111111111111,111
EVS04602,"8449 São Paulo Ave, São Paulo",DC Fast Charger,Ionity,0.33,18.97,21,150,4.6,Yes,40.67703889949958,53.16519699812374,49.94471544715447,2708
EVS04603,"2026 Bangkok Ave, Bangkok",AC Level 2,ChargePoint,0.37,13.67,36,150,3.8,Yes,49.70863298192639,54.45494058786742,57.90027100271003,1650
EVS04604,"8199 San Francisco Ave, San Francisco",AC Level 2,Greenlots,0.4,17.52,11,50,4.9,Yes,47.59602987657444,50.18048780487791,56.92818428184283,1885
EVS04605,"6467 Sydney Ave, Sydney",AC Level 2,Tesla,0.17,5.23,72,22,3.9,Yes,40.8202991178312,33.47051282051283,45.10000000000001,2687
EVS04606,"6652 Sydney Ave, Sydney",AC Level 2,Tesla,0.13,13.72,43,350,3.4,Yes,51.58148783546614,45.79102564102554,51.733333333333334,1463
EVS04607,"8044 Beijing Ave, Beijing",AC Level 1,Ionity,0.27,11.94,39,150,3.3,No,45.609051268477664,52.275453408380166,50.44471544715448,2095
EVS04608,"7467 São Paulo Ave, São Paulo",AC Level 1,Ionity,0.35,5.27,42,350,4.7,Yes,62.58978228155564,39.155128205128214,60.3,649
EVS04609,"8489 Cape Town Ave, Cape Town",AC Level 1,Ionity,0.2,16.38,59,150,3.4,Yes,50.83807458767904,47.26429018136325,56.01517615176152,1536
EVS04610,"577 Dubai Ave, Dubai",DC Fast Charger,Greenlots,0.14,7.5,39,50,3.7,No,34.696173717666234,37.304127579737326,33.367208672086726,3435
EVS04611,"3941 Random Rd, City 399, Country",AC Level 1,ChargePoint,0.2,19.84,89,350,3.7,No,51.7013982013818,57.82820512820513,69.47777777777777,1449
EVS04612,"7312 Cape Town Ave, Cape Town",AC Level 2,EVgo,0.11,15.97,28,50,4.0,No,42.518719901987545,39.072076297685946,45.956097560975614,2486
EVS04613,"2283 Beijing Ave, Beijing",AC Level 2,EVgo,0.16,18.93,92,350,4.8,No,69.18280921862743,38.64615384615379,77.66666666666666,314
EVS04614,"6651 Los Angeles Ave, Los Angeles",AC Level 1,Greenlots,0.43,12.52,56,22,4.3,No,23.534464625494827,61.51153846153839,37.5,4495
EVS04615,"9240 Berlin Ave, Berlin",AC Level 2,ChargePoint,0.39,1.39,71,150,3.3,No,43.01671373096536,52.58095684803001,49.226287262872624,2423
EVS04616,"9301 Sydney Ave, Sydney",AC Level 1,Greenlots,0.31,7.85,73,150,4.9,No,51.6172379883833,41.56557223264527,54.78184281842818,1459
EVS04617,"2820 São Paulo Ave, São Paulo",AC Level 1,Tesla,0.34,10.61,77,22,4.6,Yes,40.8382813311112,48.035897435897404,54.222222222222214,2686
EVS04618,"709 São Paulo Ave, São Paulo",AC Level 2,ChargePoint,0.37,10.5,29,350,3.2,Yes,39.74206277219732,62.64230769230762,43.97777777777778,2817
EVS04619,"9433 Bangkok Ave, Bangkok",AC Level 2,Greenlots,0.13,19.3,45,50,3.6,Yes,42.83529749218655,44.65925578486552,51.28943089430895,2444
EVS04620,"3627 Berlin Ave, Berlin",AC Level 2,Greenlots,0.45,8.46,54,22,3.2,Yes,26.151195470482524,64.21923076923073,43.22222222222223,4297
EVS04621,"8758 Random Rd, City 297, Country",DC Fast Charger,Tesla,0.14,10.85,39,22,5.0,No,39.50368761387636,28.1025641025641,39.82222222222222,2845
EVS04622,"8397 Bangkok Ave, Bangkok",DC Fast Charger,ChargePoint,0.41,1.8,47,22,3.0,No,19.11416128594554,57.23717948717946,29.91111111111111,4701
EVS04623,"6800 Mexico City Ave, Mexico City",AC Level 2,Tesla,0.14,8.03,64,150,3.5,Yes,64.59202872565278,29.300187617260782,58.715176151761526,536
EVS04624,"1368 Bangkok Ave, Bangkok",AC Level 2,Tesla,0.43,15.57,36,350,5.0,Yes,59.045307281399445,56.66025641025642,65.86666666666667,867
EVS04625,"796 San Francisco Ave, San Francisco",AC Level 1,Ionity,0.27,1.82,98,150,3.2,No,45.88100026799294,47.60916197623513,46.215176151761526,2063
EVS04626,"9034 Los Angeles Ave, Los Angeles",AC Level 1,Greenlots,0.28,13.91,43,150,4.5,Yes,58.14064326147787,40.54596622889306,63.20027100271003,919
EVS04627,"3840 Seoul Ave, Seoul",DC Fast Charger,Greenlots,0.32,13.08,91,22,4.7,No,26.20292627877471,56.98205128205125,44.300000000000004,4292
EVS04628,"4530 Mumbai Ave, Mumbai",AC Level 2,ChargePoint,0.42,14.07,11,150,4.2,No,22.055160926780378,63.20750469043153,31.81138211382114,4580
EVS04629,"1883 Sydney Ave, Sydney",DC Fast Charger,ChargePoint,0.5,12.36,15,350,3.4,No,12.119894938543865,81.1564102564102,30.133333333333333,4913
EVS04630,"5684 Toronto Ave, Toronto",AC Level 2,Ionity,0.37,5.87,30,22,4.5,Yes,46.29866943434989,36.50641025641018,48.944444444444436,2007
EVS04631,"2852 Random Rd, City 269, Country",AC Level 2,Tesla,0.11,14.54,21,22,4.8,No,32.77497317246622,34.38333333333333,38.111111111111114,3683
EVS04632,"6939 Seoul Ave, Seoul",DC Fast Charger,ChargePoint,0.46,8.91,17,22,4.8,Yes,47.88137364956992,43.05641025641022,54.955555555555556,1846
EVS04633,"7180 Beijing Ave, Beijing",DC Fast Charger,EVgo,0.17,15.24,98,50,4.1,Yes,34.43198220967669,50.63361475922452,44.65609756097562,3469
EVS04634,"9804 Toronto Ave, Toronto",DC Fast Charger,ChargePoint,0.11,14.59,94,22,4.0,Yes,26.19409155918687,46.42948717948709,42.6,4294
EVS04635,"1851 Berlin Ave, Berlin",AC Level 1,Tesla,0.37,16.15,23,22,4.5,No,33.6650564495153,54.74999999999988,42.58888888888889,3572
EVS04636,"9573 Toronto Ave, Toronto",DC Fast Charger,EVgo,0.14,13.66,48,350,3.7,Yes,58.32044977453287,40.62307692307686,55.3888888888889,908
EVS04637,"3300 Toronto Ave, Toronto",AC Level 1,Tesla,0.41,5.76,53,22,3.6,No,23.904575832564273,58.683333333333344,37.17777777777778,4465
EVS04638,"5294 São Paulo Ave, São Paulo",AC Level 2,Greenlots,0.33,13.25,13,50,4.4,Yes,48.8315968839714,44.39202626641642,54.49485094850949,1739
EVS04639,"5238 Moscow Ave, Moscow",AC Level 2,ChargePoint,0.33,13.66,59,22,4.7,No,26.205469317650163,56.60384615384607,42.388888888888886,4291
EVS04640,"4573 San Francisco Ave, San Francisco",AC Level 1,Tesla,0.38,9.79,54,150,3.6,Yes,55.87665836213976,49.68223889931197,60.970731707317086,1085
EVS04641,"5190 Random Rd, City 277, Country",AC Level 2,Tesla,0.21,8.58,70,350,3.9,Yes,73.382337637378,38.508974358974356,74.07777777777777,197
EVS04642,"8225 Sydney Ave, Sydney",DC Fast Charger,Ionity,0.26,12.9,51,22,4.3,Yes,39.84664261377409,42.569230769230685,46.611111111111114,2804
EVS04643,"2560 Berlin Ave, Berlin",DC Fast Charger,Tesla,0.28,12.58,64,22,3.6,No,17.986579467626115,59.510256410256424,31.133333333333336,4750
EVS04644,"4242 Sydney Ave, Sydney",AC Level 1,Ionity,0.19,4.29,15,150,3.3,Yes,46.54601702823591,35.006222639149456,43.200271002710025,1982
EVS04645,"5325 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,0.18,4.49,93,150,3.5,No,51.350008369719326,39.97967479674791,48.53739837398374,1480
EVS04646,"7493 Moscow Ave, Moscow",AC Level 2,EVgo,0.22,13.37,75,350,4.5,No,65.4349111351768,43.858974358974265,69.83333333333333,488
EVS04647,"3141 Toronto Ave, Toronto",AC Level 2,EVgo,0.35,9.66,48,150,4.0,No,50.62904478115785,50.050187617260775,57.37073170731708,1555
EVS04648,"999 Los Angeles Ave, Los Angeles",AC Level 1,Tesla,0.28,16.32,95,22,3.8,No,11.568163040116007,67.67179487179489,33.37777777777779,4926
EVS04649,"9658 Toronto Ave, Toronto",DC Fast Charger,Tesla,0.16,17.69,100,150,3.4,Yes,49.80754050989653,51.62326454033763,56.41517615176153,1641
EVS04650,"5133 Los Angeles Ave, Los Angeles",DC Fast Charger,Tesla,0.11,13.81,18,50,3.9,No,31.570945171653403,39.76694809255785,35.700542005420054,3815
EVS04651,"6748 Random Rd, City 234, Country",AC Level 2,Tesla,0.32,7.39,61,22,4.8,No,25.13956418047727,46.86410256410253,36.333333333333336,4367
EVS04652,"2979 Beijing Ave, Beijing",AC Level 2,ChargePoint,0.34,4.58,67,50,3.5,No,32.39612927457564,52.334896810506514,36.27831978319783,3722
EVS04653,"2486 Mumbai Ave, Mumbai",DC Fast Charger,Ionity,0.13,3.02,72,150,4.7,No,62.84157683869008,20.81429018136333,55.648509485094856,630
EVS04654,"7603 Cape Town Ave, Cape Town",AC Level 1,Greenlots,0.17,18.74,19,150,4.1,No,29.63179747767947,51.165196998123804,38.71138211382114,4011
EVS04655,"8689 Toronto Ave, Toronto",AC Level 2,Tesla,0.21,4.19,49,22,3.6,No,30.36523863769857,40.61923076923069,34.02222222222223,3941
EVS04656,"9157 San Francisco Ave, San Francisco",DC Fast Charger,Ionity,0.11,14.71,78,350,4.4,Yes,81.48349207553241,31.880769230769108,84.06666666666666,67
EVS04657,"1680 Beijing Ave, Beijing",AC Level 2,Tesla,0.48,16.42,77,350,4.0,Yes,62.91745051158968,64.8205128205128,75.17777777777778,624
EVS04658,"4393 Bangkok Ave, Bangkok",AC Level 1,ChargePoint,0.47,8.8,97,22,3.2,Yes,9.168858218882331,73.70641025641017,34.644444444444446,4954
EVS04659,"4857 Berlin Ave, Berlin",DC Fast Charger,EVgo,0.22,5.07,21,22,3.4,Yes,47.9061111057687,31.092307692307692,43.86666666666667,1843
EVS04660,"2320 Beijing Ave, Beijing",AC Level 2,Greenlots,0.27,1.43,43,150,3.8,No,50.65994069391242,37.095966228893055,52.74471544715447,1550
EVS04661,"8976 Random Rd, City 436, Country",DC Fast Charger,Greenlots,0.12,9.17,48,22,3.3,Yes,39.03596223785845,37.32564102564101,43.07777777777777,2901
EVS04662,"9457 Toronto Ave, Toronto",DC Fast Charger,ChargePoint,0.17,11.7,52,150,4.3,No,48.19925759731977,38.670700437773526,51.51517615176152,1808
EVS04663,"9982 Toronto Ave, Toronto",DC Fast Charger,ChargePoint,0.17,19.39,25,150,4.9,Yes,52.084469222031785,33.72160725453408,55.28915989159893,1406
EVS04664,"2908 Beijing Ave, Beijing",DC Fast Charger,ChargePoint,0.33,14.95,87,22,4.6,Yes,36.79085756819599,52.97820512820501,52.666666666666664,3185
EVS04665,"871 Chicago Ave, Chicago",AC Level 2,Greenlots,0.36,6.74,98,150,3.2,No,36.04264799400566,62.974546591619685,43.9929539295393,3287
EVS04666,"1254 Chicago Ave, Chicago",DC Fast Charger,Greenlots,0.25,11.46,62,22,4.2,No,25.53069472847066,53.16794871794871,39.86666666666667,4340
EVS04667,"9113 Mexico City Ave, Mexico City",DC Fast Charger,ChargePoint,0.42,10.76,40,22,3.1,Yes,31.53491560478463,59.25384615384615,40.922222222222224,3819
EVS04668,"9865 Bangkok Ave, Bangkok",AC Level 2,ChargePoint,0.47,4.15,25,350,4.3,Yes,41.31231710494044,51.229487179487165,45.099999999999994,2631
EVS04669,"8887 Los Angeles Ave, Los Angeles",AC Level 1,Greenlots,0.22,13.61,27,150,3.4,No,40.14559899138026,51.38186366479047,43.63360433604336,2767
